rainfall_mm,temperature_c,humidity_pct,wind_speed_kmh,river_level_m,cumulative_rain_7d,flood
12.16,32.57,47.2,59.63,5.19,51.56,1
21.98,27.69,71.92,41.25,8.01,45.86,0
43.44,33.78,61.41,2.06,12.97,33.29,0
28.42,23.03,87.53,49.62,7.96,18.54,0
4.26,35.27,85.49,17.08,0.99,19.33,0
8.98,24.03,94.64,26.76,5.36,19.82,0
2.07,31.43,40.89,18.73,2.5,15.06,0
46.2,25.77,88.55,16.11,13.99,11.98,1
13.98,32.77,96.31,25.88,3.59,14.43,0
3.89,29.83,87.36,22.73,1.29,12.12,0
16.71,22.03,47.81,38.0,5.26,14.82,0
14.44,32.1,44.88,48.79,3.09,11.07,0
6.65,27.11,41.25,17.83,2.08,8.17,0
1.81,34.41,77.72,12.82,1.86,16.67,0
16.7,30.01,77.78,40.01,3.21,12.1,0
11.02,31.98,99.21,40.22,4.13,12.38,0
22.2,25.21,63.88,54.07,8.03,11.52,0
11.01,27.05,59.91,0.96,2.74,16.41,0
28.68,27.71,77.47,51.18,10.3,17.86,0
12.04,34.28,89.54,31.26,2.92,19.48,0
12.35,38.39,96.21,37.28,4.15,14.77,0
31.39,25.97,88.19,5.48,9.11,11.16,0
7.75,35.38,65.6,25.96,2.02,15.8,0
2.16,19.15,78.09,13.64,0.03,13.69,0
0.44,24.03,91.38,15.25,0.83,13.15,0
21.11,25.21,69.44,30.25,7.18,10.02,0
14.53,23.24,53.0,48.75,4.29,9.85,0
18.26,22.08,50.18,44.63,4.12,5.76,0
3.59,32.06,40.01,35.46,1.48,9.8,0
2.2,28.93,83.09,32.37,1.08,7.48,0
0.22,31.9,46.67,25.64,-0.15,8.38,0
6.48,33.45,54.63,58.36,3.81,4.51,0
13.37,31.33,57.87,33.61,2.45,9.3,0
7.47,33.29,73.62,15.24,0.02,14.43,0
8.63,29.65,63.88,13.81,1.86,15.09,0
35.18,24.07,80.48,36.68,11.26,8.39,0
6.42,35.29,43.34,31.37,0.87,16.46,0
10.82,27.05,47.44,0.46,2.27,15.02,0
22.96,25.32,69.95,49.8,7.84,16.77,0
7.58,29.11,60.22,42.25,2.74,17.55,0
14.6,25.44,57.75,39.71,4.76,17.09,0
29.75,27.91,44.02,4.13,9.71,21.67,0
44.79,31.72,93.74,21.72,13.01,18.95,1
2.39,31.74,81.51,56.12,0.34,18.05,0
39.17,25.51,47.3,51.76,12.56,17.91,0
10.16,27.56,43.9,17.13,1.7,24.78,0
4.48,35.37,98.49,9.42,-0.8,19.29,0
9.22,32.48,80.87,26.95,2.33,20.81,0
58.7,40.38,65.05,21.35,18.54,16.12,0
10.18,35.9,82.1,40.93,3.31,12.78,0
5.98,35.72,85.38,57.99,2.65,15.91,0
15.05,23.06,86.8,21.78,2.5,11.89,0
4.12,33.82,68.67,3.73,1.55,7.1,0
1.18,29.73,65.79,53.86,1.01,2.37,0
2.07,27.25,40.66,2.28,-0.73,2.8,0
2.06,30.84,95.59,57.17,1.48,3.49,0
2.47,34.73,76.2,39.87,0.63,5.41,0
2.24,32.5,52.19,56.5,3.74,5.15,0
15.36,25.61,95.18,11.98,2.43,9.41,0
3.01,33.71,94.9,2.44,2.27,14.22,0
6.36,26.81,99.35,29.29,1.51,8.78,0
34.06,31.08,92.44,27.04,8.6,10.46,0
9.64,28.48,99.87,19.89,2.36,8.64,0
16.52,28.91,54.68,57.46,5.23,6.92,0
2.84,33.83,90.53,49.36,1.89,8.51,0
3.2,24.8,89.38,39.69,2.68,7.16,0
0.63,39.73,53.86,9.77,1.61,3.64,0
2.78,20.89,45.91,44.06,-0.13,2.0,0
4.9,27.01,98.77,43.62,2.6,-0.91,0
2.92,31.85,57.76,25.5,1.27,1.81,0
1.39,32.92,92.25,55.49,-0.24,2.88,0
1.93,29.5,40.25,10.02,0.37,5.67,0
9.26,29.71,41.26,16.04,2.07,1.83,0
3.47,32.05,67.95,3.79,1.08,6.37,0
6.79,28.84,54.32,47.73,1.31,9.34,0
10.5,36.97,81.39,37.31,2.12,9.44,0
17.59,34.2,73.93,18.9,5.76,6.89,0
0.6,34.36,44.65,9.83,0.81,13.37,0
24.1,25.17,49.76,2.41,7.04,15.74,0
14.83,29.6,63.28,10.0,5.82,19.95,0
1.28,28.5,51.14,27.2,0.12,12.34,0
31.02,24.97,87.53,14.83,9.0,19.47,0
38.05,31.8,64.96,15.54,12.08,14.97,0
0.95,27.31,45.61,52.53,0.15,16.33,0
4.86,33.28,69.06,30.91,1.54,16.2,0
24.61,24.65,45.45,43.76,4.86,15.57,0
20.69,38.6,47.74,2.14,6.22,8.87,0
3.06,25.52,54.38,21.91,-0.91,11.48,0
3.52,31.1,91.57,28.75,-0.16,12.04,0
6.94,33.96,95.48,11.19,0.75,9.17,0
9.94,27.15,89.58,7.21,1.94,5.84,0
14.45,34.26,60.04,52.22,3.78,13.87,0
6.9,23.85,56.35,56.37,1.58,6.89,0
9.31,37.26,72.95,4.73,3.46,10.28,0
20.64,30.07,83.31,20.94,6.42,11.46,0
0.56,27.02,99.6,57.5,-1.73,15.79,0
4.36,28.5,47.89,4.99,1.39,16.81,0
18.74,34.04,42.96,38.62,5.94,14.05,0
33.84,27.08,81.66,58.33,9.82,12.68,0
10.75,26.25,89.93,58.69,3.16,16.34,0
11.39,28.89,90.78,28.27,3.61,13.69,0
1.7,24.12,80.71,9.76,1.27,9.6,0
8.9,39.1,97.24,12.13,1.09,6.81,0
11.41,27.17,70.66,53.38,3.18,4.44,0
4.17,34.16,94.83,54.7,2.76,6.21,0
4.71,31.05,98.07,36.47,2.83,8.19,0
7.1,25.08,90.83,45.97,2.98,5.06,0
0.3,29.97,58.59,44.4,0.63,1.28,0
5.83,33.92,51.77,39.71,3.4,6.24,0
3.56,29.06,72.89,49.64,2.99,4.71,0
5.95,35.97,67.18,41.12,1.66,6.09,0
1.91,35.11,92.67,32.04,-0.4,11.21,0
33.18,34.59,46.0,14.22,9.68,14.58,0
13.51,27.7,55.46,44.63,7.15,15.89,0
17.05,24.6,85.11,28.41,3.55,14.26,0
23.35,26.93,45.7,17.69,6.53,19.29,0
10.35,30.98,59.25,48.12,1.69,13.05,0
1.36,32.73,63.23,41.8,0.53,15.99,0
11.55,19.14,77.36,56.24,2.26,14.27,0
13.26,29.96,49.49,9.93,3.87,7.07,0
20.52,30.79,91.64,38.95,4.21,8.55,0
8.48,28.61,66.85,14.65,3.16,13.91,0
2.05,36.46,95.02,54.21,1.84,9.23,0
5.01,32.11,68.07,5.97,1.12,8.8,0
6.77,36.55,56.5,39.37,1.89,8.51,0
15.57,28.92,48.51,47.47,4.51,15.25,0
12.69,34.69,40.22,21.3,3.99,16.3,0
6.6,38.18,71.93,57.25,1.94,16.78,0
64.59,36.56,46.43,51.04,20.15,19.88,0
13.96,24.54,63.5,17.68,5.42,14.87,0
4.06,28.73,75.36,0.45,0.4,11.28,0
1.61,28.27,56.54,17.8,0.17,10.34,0
2.49,32.45,50.51,16.88,1.65,9.0,0
4.23,33.43,86.48,53.4,-0.15,2.86,0
2.63,25.81,96.81,58.03,-1.18,4.0,0
3.1,30.34,46.03,4.23,1.16,6.23,0
5.03,19.9,49.34,28.28,2.01,8.24,0
2.86,37.21,97.6,32.9,0.13,11.5,0
34.06,27.44,42.27,5.57,9.64,8.04,0
1.25,30.28,98.66,22.65,-0.38,18.47,0
11.15,28.45,40.28,19.02,2.48,14.28,0
7.92,35.73,92.42,32.16,3.07,21.81,0
60.58,15.81,58.44,39.67,16.99,20.91,0
1.78,29.92,96.32,42.21,0.27,23.67,0
7.61,29.47,59.02,8.21,1.38,25.95,0
52.34,27.73,79.26,48.78,14.25,25.03,0
30.09,38.63,44.8,40.71,9.9,16.88,0
25.48,25.56,54.54,53.34,7.12,15.02,0
4.47,33.86,86.42,26.96,1.53,24.31,0
2.81,31.78,71.72,53.63,-0.66,18.49,0
16.57,36.31,95.68,51.95,4.23,17.26,0
39.76,26.66,65.73,26.3,12.68,12.3,0
12.2,26.34,92.19,22.87,6.25,14.31,0
12.72,35.48,66.94,55.97,1.84,15.88,0
4.93,32.13,98.75,42.91,1.28,11.15,0
22.01,22.28,97.59,55.69,7.02,10.16,0
3.11,27.3,59.75,47.82,0.32,5.93,0
5.87,31.93,93.16,36.56,2.61,10.67,0
8.31,34.19,90.86,6.95,1.63,9.36,0
10.63,26.6,52.64,17.49,3.34,5.01,0
4.16,15.43,77.46,58.13,0.73,8.47,0
1.83,32.62,44.36,19.17,1.77,8.4,0
14.15,23.9,90.2,5.6,3.57,5.33,0
5.11,19.91,50.47,42.45,1.18,3.19,0
13.06,15.84,44.25,44.04,4.86,8.91,0
2.51,34.07,64.01,17.13,-0.27,6.54,0
9.84,30.64,74.62,17.86,3.02,9.17,0
11.41,28.87,91.3,28.13,1.6,6.59,0
0.8,36.95,98.45,1.31,-0.85,3.44,0
6.16,33.19,66.37,47.36,2.23,17.93,0
2.17,38.08,43.63,19.03,-0.34,14.92,0
0.98,23.04,84.95,51.23,-0.25,8.38,0
69.02,29.83,73.91,48.16,21.2,15.24,0
5.84,21.92,66.87,39.68,1.17,15.01,0
24.9,28.85,58.56,19.49,8.29,18.93,0
4.41,28.76,70.14,30.98,1.54,22.04,0
17.16,33.13,60.32,26.69,5.58,14.55,0
21.42,30.23,85.42,20.33,7.67,14.67,0
13.58,33.12,72.63,50.89,4.39,13.66,0
9.57,33.52,92.61,29.01,4.41,17.83,0
7.96,40.77,72.61,49.96,3.3,19.06,0
6.44,28.42,54.3,6.31,1.41,22.44,0
39.79,25.29,91.07,8.46,13.23,22.96,0
26.63,31.23,73.43,58.64,8.25,21.2,0
50.3,25.99,52.41,35.27,14.69,26.08,0
1.99,37.41,77.41,30.59,0.88,22.36,0
19.69,28.58,61.46,31.39,7.02,22.75,0
41.79,27.17,90.66,12.92,12.99,19.57,1
3.0,27.64,67.2,43.12,2.72,20.24,0
1.03,33.59,83.59,5.09,1.4,17.23,0
20.27,29.21,45.73,34.4,6.6,15.72,0
12.82,26.79,63.76,34.25,2.82,14.07,0
27.66,38.33,98.99,54.85,8.12,10.83,0
2.26,25.72,88.51,31.57,0.75,13.98,0
23.79,30.18,49.6,8.22,7.83,10.82,0
3.38,33.26,56.67,34.37,1.65,11.93,0
2.68,21.84,59.79,5.48,0.97,13.27,0
2.69,32.4,79.02,12.23,0.93,10.38,0
25.28,24.72,85.42,1.87,8.3,10.29,0
16.41,34.11,84.97,30.8,4.07,16.67,0
11.11,25.19,70.59,5.07,5.03,13.03,0
6.67,33.46,88.65,28.16,-0.05,17.1,0
31.46,35.53,66.22,55.98,10.89,20.01,0
7.47,34.31,47.43,43.19,2.2,14.94,0
25.44,31.26,73.87,4.64,8.63,12.72,0
8.67,28.84,97.14,13.45,2.97,15.15,0
7.1,27.12,87.58,40.42,2.48,10.87,0
9.32,37.36,74.72,53.68,3.35,9.3,0
5.38,26.5,78.81,1.98,2.42,12.11,0
20.65,24.81,95.83,48.75,5.87,10.85,0
10.48,33.33,65.7,33.71,4.18,17.98,0
3.96,26.02,59.88,32.77,0.1,12.45,0
34.48,25.25,98.63,57.47,10.34,22.0,0
7.26,22.78,91.81,44.86,3.02,14.14,0
11.76,27.59,59.38,51.01,4.52,17.7,0
35.54,29.59,67.83,21.24,11.12,22.11,0
14.68,31.22,64.9,33.26,4.01,19.98,0
1.86,34.76,48.95,36.92,1.46,20.07,0
42.16,32.63,97.47,19.3,11.98,15.78,0
14.82,29.05,64.26,34.21,6.2,12.47,0
6.12,29.01,92.52,14.2,1.75,14.96,0
2.25,32.55,51.36,8.6,-0.86,16.87,0
23.7,36.36,72.87,22.44,5.92,14.27,0
14.52,30.63,41.44,44.36,4.4,16.98,0
11.44,27.65,85.85,54.97,3.57,16.56,0
33.65,25.04,74.85,27.46,12.06,14.56,0
23.31,22.77,77.54,38.57,5.95,14.4,0
2.47,33.33,43.1,6.18,0.78,13.92,0
5.6,32.89,52.66,54.27,0.62,11.49,0
4.29,32.89,44.46,34.12,0.79,11.47,0
20.44,29.36,57.33,46.82,7.81,8.09,0
0.51,37.03,77.65,47.67,-0.98,12.87,0
12.66,27.58,73.97,15.39,4.38,14.02,0
21.56,34.78,76.73,31.75,6.86,19.7,0
31.41,29.81,72.96,57.63,9.4,14.67,0
6.28,26.96,56.38,5.38,2.4,19.28,0
25.83,32.96,54.67,40.98,6.59,16.12,0
1.76,32.05,48.22,57.74,2.18,14.56,0
28.11,31.78,90.94,18.03,10.36,13.55,0
2.05,30.41,76.99,51.69,0.66,13.69,0
7.59,29.81,51.19,56.02,4.7,9.38,0
23.94,41.94,50.63,44.83,6.78,15.14,0
2.44,35.92,92.38,13.88,1.13,10.43,0
3.91,33.61,84.56,20.04,2.6,9.67,0
19.22,30.56,79.56,2.15,5.31,20.02,0
19.1,35.04,64.41,49.89,4.35,12.13,0
15.37,32.59,55.72,50.98,3.0,15.69,0
17.76,30.13,98.77,37.96,7.39,16.22,0
11.74,28.48,87.83,21.15,2.99,12.99,0
4.35,29.6,58.11,4.61,1.12,13.1,0
6.36,14.15,90.85,45.18,0.8,13.75,0
3.01,31.05,85.54,43.59,1.85,9.18,0
35.86,27.56,57.82,54.76,9.98,15.37,0
13.13,37.96,65.59,43.83,3.45,15.37,0
7.68,30.1,51.16,49.72,2.6,16.01,0
9.3,24.06,46.66,44.76,1.73,18.18,0
44.14,29.75,83.37,37.84,13.06,14.15,1
2.5,24.77,56.05,25.62,2.15,13.2,0
13.24,32.37,89.2,54.13,4.4,16.25,0
10.57,31.45,99.74,39.06,3.3,18.44,0
14.18,34.79,44.6,23.9,4.47,16.64,0
0.27,26.05,68.38,5.01,-0.31,16.62,0
30.85,30.17,88.12,17.44,11.25,20.22,0
40.35,23.17,87.34,32.62,11.29,21.13,0
12.49,33.51,85.6,16.54,3.96,25.8,0
17.89,32.59,60.94,13.27,5.48,23.2,0
38.36,32.48,67.23,31.64,12.52,22.87,0
18.43,30.01,75.7,10.19,6.63,16.42,0
2.48,32.07,98.44,48.02,0.71,16.19,0
12.88,38.02,59.65,29.06,4.15,18.8,0
14.0,28.57,95.39,34.43,4.53,21.09,0
8.28,30.69,56.16,8.84,0.21,22.76,0
20.0,24.57,99.34,19.47,4.41,22.32,0
40.86,25.66,80.22,24.61,11.65,20.16,0
38.97,30.49,67.81,48.49,11.13,24.95,0
8.99,35.52,76.8,46.21,1.5,29.28,0
1.8,28.72,56.35,13.38,1.29,24.29,0
62.84,28.82,56.45,36.97,18.85,26.47,0
27.39,27.97,46.81,14.61,8.0,25.4,0
2.0,27.33,46.84,59.29,-0.66,20.88,0
38.04,31.47,60.86,57.13,11.37,26.54,0
30.59,22.51,85.77,33.8,6.55,19.41,0
10.97,36.4,76.48,41.93,3.13,14.62,0
13.42,26.67,46.16,48.09,4.09,16.09,0
7.64,33.61,91.13,43.26,2.53,10.74,0
0.84,23.65,76.08,41.99,-1.31,7.51,0
6.12,33.34,97.65,57.51,2.06,10.43,0
24.36,33.36,80.21,35.79,6.27,7.53,0
0.07,31.92,50.51,38.18,-0.79,8.77,0
6.09,25.03,68.43,50.96,2.54,12.29,0
7.62,31.25,78.91,40.19,4.3,13.46,0
11.56,24.08,41.7,43.98,3.52,6.25,0
37.86,28.74,40.89,14.05,10.54,15.4,0
6.38,35.15,47.76,22.28,2.1,17.74,0
6.39,33.98,55.1,8.84,2.86,11.46,0
20.06,30.08,65.77,30.35,6.64,11.34,0
9.03,25.13,69.25,27.34,5.45,9.02,0
3.82,33.23,48.28,59.83,0.43,10.59,0
9.03,30.1,80.4,36.67,2.96,8.21,0
2.28,18.4,75.77,47.19,2.23,4.05,0
2.91,33.91,57.67,20.04,2.36,10.08,0
10.35,29.88,40.82,49.89,1.15,8.86,0
8.14,36.01,44.66,36.91,2.44,10.15,0
36.95,24.52,63.5,41.82,12.57,12.7,0
6.75,14.12,49.24,17.67,4.92,11.06,0
13.03,31.4,62.61,32.92,4.61,12.22,0
15.01,31.46,77.69,38.04,4.13,13.18,0
0.2,21.55,72.83,35.35,-0.95,15.14,0
16.34,25.11,53.87,54.91,7.12,11.24,0
2.94,43.78,60.63,53.9,1.61,14.17,0
48.69,28.47,76.84,58.26,13.76,10.66,0
2.41,33.65,91.65,40.05,0.52,25.19,0
8.03,26.75,85.19,58.31,2.72,24.48,0
1.34,19.55,73.2,49.95,0.95,23.34,0
86.52,29.15,61.74,16.25,25.06,18.85,1
10.46,28.67,61.9,25.65,2.52,18.58,0
13.57,28.0,92.77,14.3,2.42,22.26,0
1.04,29.43,42.35,0.25,1.35,22.71,0
20.79,31.32,99.28,11.28,5.9,13.15,0
3.53,29.25,79.86,0.24,1.53,11.03,0
34.25,23.68,80.87,43.19,11.7,7.51,0
3.44,32.43,42.28,25.53,1.25,12.56,0
3.17,20.25,76.33,18.75,0.84,8.35,0
0.56,19.75,69.09,45.7,0.36,5.82,0
9.58,33.7,46.35,49.95,2.94,1.76,0
12.48,32.54,56.68,58.52,4.99,6.58,0
1.02,29.71,93.42,38.52,0.62,12.22,0
22.41,23.02,73.0,27.69,6.18,13.15,0
9.06,26.46,64.8,18.32,3.77,8.92,0
11.15,28.69,44.36,13.34,4.57,9.58,0
8.72,22.02,82.85,12.78,1.28,9.62,0
7.68,26.3,82.17,24.55,3.84,5.11,0
12.3,33.26,76.84,59.51,4.06,8.83,0
2.53,37.14,70.62,0.05,1.04,17.35,0
3.01,27.9,66.03,11.83,1.91,16.16,0
29.68,33.78,75.6,11.3,8.34,15.27,0
43.81,20.43,54.0,43.03,14.1,12.51,0
7.01,33.3,96.48,21.15,1.73,16.15,0
4.74,25.98,75.33,27.44,-0.05,10.96,0
15.49,31.54,58.67,8.92,3.65,13.38,0
7.88,28.76,66.98,24.3,2.93,8.65,0
0.39,36.6,88.34,6.19,-0.83,6.75,0
2.55,25.63,49.7,31.98,2.37,12.05,0
18.88,33.14,57.57,5.88,6.85,3.55,0
16.13,28.6,80.77,47.43,6.17,7.64,0
0.41,29.21,58.93,34.0,0.25,10.02,0
3.76,29.08,87.55,43.44,1.39,6.11,0
3.94,25.77,47.83,25.11,-0.01,6.06,0
16.72,29.93,85.76,22.89,6.01,4.0,0
0.3,29.69,44.1,5.89,0.47,1.94,0
1.65,31.21,40.76,31.43,1.06,7.23,0
24.14,30.42,93.89,30.87,8.93,8.15,0
2.95,33.99,74.88,28.09,0.28,8.51,0
15.87,34.62,61.11,44.43,4.63,7.91,0
4.08,24.75,53.96,49.95,1.55,10.47,0
1.57,34.34,77.01,45.05,-0.46,8.96,0
4.18,24.07,70.54,8.63,1.07,13.3,0
19.22,32.94,99.5,37.32,6.26,11.32,0
29.04,33.1,98.99,4.82,8.39,12.51,0
26.6,20.44,78.1,41.68,9.29,14.04,0
7.59,30.46,66.57,22.91,0.77,15.53,0
16.54,27.66,69.47,7.95,6.09,16.34,0
3.44,26.21,80.95,51.72,1.69,12.72,0
5.2,36.75,46.09,36.84,0.99,11.15,0
34.0,26.73,59.7,21.28,9.28,8.17,0
0.2,25.97,44.52,1.84,-2.02,4.2,0
1.34,30.38,44.4,32.24,-0.39,7.93,0
3.5,33.43,51.75,55.39,2.1,8.47,0
0.4,29.29,69.12,35.78,0.06,4.91,0
3.0,35.83,87.09,58.3,2.06,10.26,0
13.12,32.65,69.13,8.19,3.32,13.37,0
8.21,19.11,60.13,34.1,3.17,12.91,0
33.48,27.35,44.94,47.89,9.33,18.23,0
25.51,27.19,73.02,31.53,6.69,11.47,0
6.27,32.4,56.28,5.46,1.78,12.9,0
4.5,16.88,76.9,34.97,0.69,15.51,0
7.16,42.75,98.63,36.7,0.61,11.17,0
13.38,32.66,46.68,43.72,3.83,9.89,0
4.68,30.74,52.73,45.67,1.51,9.53,0
14.68,35.91,68.39,46.25,5.67,12.53,0
7.9,41.72,98.12,39.81,3.31,7.49,0
12.05,34.35,86.31,12.95,4.83,16.63,0
8.59,34.74,93.89,24.25,3.3,18.71,0
5.23,30.65,60.02,46.57,1.9,12.17,0
44.48,29.29,99.52,57.21,12.11,19.07,1
21.63,27.62,46.17,4.74,6.64,17.44,0
2.26,25.87,43.18,32.13,1.28,19.9,0
30.43,26.56,91.34,18.75,10.59,20.04,0
10.02,23.25,95.64,13.52,3.69,16.63,0
33.74,29.62,45.44,30.35,11.36,17.02,0
24.13,21.58,46.81,36.37,6.21,17.58,0
8.31,30.95,41.99,0.59,2.17,12.86,0
0.34,29.82,46.27,46.81,0.53,15.63,0
4.69,30.73,52.57,49.19,2.57,11.71,0
11.7,27.39,98.2,57.93,3.37,7.0,0
15.06,45.38,80.07,10.84,4.43,7.92,0
4.47,36.8,86.71,35.67,2.03,19.11,0
2.25,23.78,86.57,25.6,-0.45,20.13,0
27.02,31.16,72.1,20.09,9.71,19.24,0
62.41,26.96,87.85,33.94,17.84,18.15,1
11.19,24.93,75.75,46.94,1.44,13.1,0
2.83,23.3,58.87,1.38,0.86,19.74,0
4.77,32.16,73.67,58.16,3.13,13.37,0
0.28,26.59,72.01,48.59,0.67,11.59,0
36.85,34.84,89.41,45.07,11.81,8.76,0
1.88,34.97,98.9,45.62,0.61,11.37,0
12.89,36.87,64.66,23.34,3.71,9.14,0
4.8,25.74,85.8,45.1,-0.1,18.65,0
12.12,32.38,45.99,23.21,1.38,8.69,0
15.81,33.16,86.61,53.92,4.94,12.38,0
26.56,27.63,62.29,10.63,9.28,9.54,0
3.47,26.14,42.36,17.54,1.38,13.17,0
0.17,38.05,61.79,33.08,0.67,15.72,0
2.21,31.14,76.64,19.15,2.25,14.67,0
34.54,33.18,47.16,25.45,10.69,16.71,0
31.06,25.89,95.44,29.55,9.2,16.0,0
13.65,23.9,44.66,51.38,3.28,13.82,0
13.76,27.15,95.8,31.39,6.15,20.54,0
16.41,29.38,82.43,21.75,5.45,17.8,0
2.89,24.68,59.78,14.86,-0.08,15.93,0
36.87,29.95,63.45,24.52,9.89,12.55,0
8.14,21.56,84.45,30.94,3.69,10.82,0
7.25,24.4,76.09,44.77,1.14,9.99,0
10.98,33.35,80.3,7.26,5.15,14.14,0
0.72,33.02,63.35,13.3,-2.54,4.58,0
2.73,28.04,69.27,22.78,2.24,9.14,0
20.09,24.91,99.39,21.62,6.51,6.77,0
1.3,24.86,52.84,23.5,0.51,6.54,0
13.86,28.13,65.07,47.61,3.98,11.82,0
4.22,33.22,57.51,19.45,3.16,7.97,0
7.4,34.64,85.91,30.11,2.93,9.73,0
5.11,27.52,85.84,37.43,0.63,10.23,0
6.59,24.23,57.55,13.93,0.26,6.24,0
19.04,31.34,44.88,43.12,5.89,5.69,0
5.29,25.88,40.69,32.83,1.59,12.3,0
12.53,27.41,65.65,26.81,2.24,13.68,0
9.7,36.63,64.62,48.59,2.85,14.4,0
16.34,34.14,99.3,14.61,4.33,17.58,0
41.43,30.79,68.19,52.99,12.44,12.8,0
19.78,23.64,55.39,33.66,6.66,12.16,0
3.63,31.06,93.47,36.55,2.58,18.2,0
0.48,35.31,69.46,52.5,1.05,8.71,0
4.56,28.12,75.95,49.05,0.65,5.07,0
13.56,36.76,45.74,36.09,4.44,5.79,0
0.79,36.46,62.97,45.19,0.3,6.58,0
10.29,38.32,96.65,26.0,1.75,8.36,0
13.63,31.53,75.37,32.84,4.49,7.42,0
6.1,32.94,60.67,3.72,3.69,10.99,0
22.1,37.07,77.54,5.39,6.66,11.17,0
1.69,32.24,94.62,49.77,-1.09,11.81,0
1.17,27.49,56.44,3.58,0.38,10.92,0
19.54,27.76,70.31,10.16,4.65,12.12,0
10.26,31.19,97.52,47.75,3.94,10.86,0
17.49,23.55,50.34,0.07,5.77,10.42,0
8.56,29.28,83.18,16.94,2.4,16.22,0
4.24,35.48,76.87,35.04,0.94,16.83,0
25.65,19.04,80.78,35.73,7.48,17.75,0
24.1,37.67,61.07,46.63,7.24,17.97,0
17.8,35.61,58.83,30.36,4.57,13.95,0
4.76,27.7,81.05,30.56,0.04,15.68,0
13.38,32.72,52.93,43.52,5.15,9.74,0
6.72,30.02,65.18,29.92,1.63,15.06,0
1.44,36.15,51.29,36.51,0.6,14.39,0
37.39,34.91,40.5,53.87,11.5,15.95,0
2.21,23.0,98.2,24.09,0.98,15.84,0
45.01,32.94,65.9,23.11,12.33,15.36,0
8.86,28.97,98.16,0.21,0.98,20.28,0
3.07,30.41,48.42,36.81,0.33,20.54,0
11.71,26.36,75.24,1.79,3.91,19.8,0
30.95,38.74,52.06,30.25,8.56,14.27,0
19.76,35.2,87.4,48.25,5.57,21.33,0
24.64,26.3,87.02,33.0,9.52,22.37,0
16.13,23.33,46.76,16.18,2.99,24.11,0
17.68,28.07,94.72,47.17,4.55,19.01,0
28.38,32.17,51.68,16.18,10.41,12.35,0
4.31,31.2,76.78,43.98,1.25,22.18,0
10.08,36.27,99.14,36.62,2.32,22.8,0
3.75,33.95,92.94,10.2,2.29,22.34,0
65.93,34.85,97.39,54.31,19.84,20.74,1
43.25,31.63,60.56,12.04,12.63,22.6,0
0.6,23.05,46.33,59.38,0.37,23.2,0
18.34,29.02,51.3,0.44,4.84,30.5,0
38.9,35.3,70.03,15.81,10.65,22.44,0
2.99,29.74,87.59,11.99,0.78,15.51,0
12.59,32.52,49.01,0.84,2.77,21.96,0
37.06,28.41,79.58,43.94,11.13,15.68,0
0.52,24.85,59.41,41.61,0.51,16.26,0
17.93,29.38,60.47,47.54,6.23,25.59,0
5.29,31.55,79.72,15.4,2.72,27.2,0
38.73,26.72,68.02,26.66,11.21,22.59,0
53.14,28.82,88.72,39.55,16.44,23.74,1
43.31,25.3,49.36,26.39,13.48,27.81,0
9.64,35.6,87.4,41.84,3.22,27.85,0
29.71,28.53,43.85,38.04,8.43,28.31,0
27.92,37.26,51.64,6.88,7.35,19.26,0
5.77,37.64,79.37,46.86,2.23,20.56,0
26.48,29.59,91.3,43.24,6.24,13.31,0
0.57,24.96,55.16,39.35,-0.1,14.26,0
13.61,19.57,59.63,9.31,1.53,8.08,0
3.92,22.64,72.23,16.08,-0.16,10.98,0
1.93,23.13,52.69,23.59,-0.3,7.97,0
1.2,36.89,88.67,16.8,1.46,4.72,0
17.88,30.58,86.42,13.67,6.05,7.34,0
6.23,31.95,48.72,48.32,1.32,7.09,0
19.35,18.9,67.83,38.29,6.53,6.73,0
1.01,24.01,86.49,33.93,1.19,13.1,0
5.68,34.44,60.24,13.56,1.54,13.88,0
11.63,31.43,77.99,55.08,2.11,6.32,0
23.46,29.26,43.01,11.47,6.83,12.48,0
5.76,32.82,76.52,47.7,1.63,12.97,0
14.75,38.18,49.16,58.0,3.19,15.36,0
32.57,28.89,89.83,43.63,10.14,12.95,0
14.35,30.35,61.33,59.57,4.59,13.42,0
3.98,30.96,56.89,39.06,1.64,15.23,0
0.37,41.96,90.45,13.05,0.39,19.47,0
30.61,19.5,43.01,12.23,9.91,18.48,0
0.32,33.42,63.8,19.47,-0.08,15.62,0
31.16,29.43,62.2,0.43,9.55,16.33,0
11.29,32.83,57.09,40.9,2.99,34.28,0
41.97,26.71,94.71,16.12,12.01,32.94,1
24.05,29.76,85.06,48.91,8.55,34.42,0
92.73,33.56,43.84,21.55,25.78,32.66,1
6.48,45.56,82.88,28.8,2.82,28.78,0
21.86,34.04,71.64,57.94,5.94,24.13,0
7.71,25.76,94.05,14.53,1.56,26.58,0
9.81,27.88,58.78,43.28,3.2,21.31,0
14.81,27.73,74.45,45.31,2.95,25.51,0
31.03,21.02,70.05,13.26,8.49,24.16,0
62.11,28.35,69.37,30.06,17.78,24.38,0
21.93,33.66,67.37,21.01,6.36,24.77,0
8.11,23.63,52.34,46.31,1.63,22.71,0
8.21,35.24,85.34,37.35,4.06,19.63,0
20.07,32.44,67.08,28.56,7.82,6.18,0
4.09,26.33,97.51,46.76,-0.79,8.12,0
